contigName	contigLen	totalAvgDepth	MO_231.MO_004.sorted.bam	MO_231.MO_004.sorted.bam-var	MO_231.MO_005.sorted.bam	MO_231.MO_005.sorted.bam-var	MO_231.MO_007.sorted.bam	MO_231.MO_007.sorted.bam-var	MO_231.MO_010.sorted.bam	MO_231.MO_010.sorted.bam-var	MO_231.MO_034.sorted.bam	MO_231.MO_034.sorted.bam-var	MO_231.MO_035.sorted.bam	MO_231.MO_035.sorted.bam-var	MO_231.MO_039.sorted.bam	MO_231.MO_039.sorted.bam-var	MO_231.MO_042.sorted.bam	MO_231.MO_042.sorted.bam-var	MO_231.MO_046.sorted.bam	MO_231.MO_046.sorted.bam-var	MO_231.MO_071.sorted.bam	MO_231.MO_071.sorted.bam-var	MO_231.MO_073.sorted.bam	MO_231.MO_073.sorted.bam-var	MO_231.MO_074.sorted.bam	MO_231.MO_074.sorted.bam-var	MO_231.MO_077.sorted.bam	MO_231.MO_077.sorted.bam-var	MO_231.MO_082.sorted.bam	MO_231.MO_082.sorted.bam-var	MO_231.MO_098.sorted.bam	MO_231.MO_098.sorted.bam-var	MO_231.MO_102.sorted.bam	MO_231.MO_102.sorted.bam-var	MO_231.MO_103.sorted.bam	MO_231.MO_103.sorted.bam-var	MO_231.MO_106.sorted.bam	MO_231.MO_106.sorted.bam-var	MO_231.MO_133.sorted.bam	MO_231.MO_133.sorted.bam-var	MO_231.MO_135.sorted.bam	MO_231.MO_135.sorted.bam-var	MO_231.MO_138.sorted.bam	MO_231.MO_138.sorted.bam-var	MO_231.MO_140.sorted.bam	MO_231.MO_140.sorted.bam-var	MO_231.MO_167.sorted.bam	MO_231.MO_167.sorted.bam-var	MO_231.MO_170.sorted.bam	MO_231.MO_170.sorted.bam-var	MO_231.MO_180.sorted.bam	MO_231.MO_180.sorted.bam-var	MO_231.MO_184.sorted.bam	MO_231.MO_184.sorted.bam-var	MO_231.MO_188.sorted.bam	MO_231.MO_188.sorted.bam-var	MO_231.MO_192.sorted.bam	MO_231.MO_192.sorted.bam-var	MO_231.MO_197.sorted.bam	MO_231.MO_197.sorted.bam-var	MO_231.MO_199.sorted.bam	MO_231.MO_199.sorted.bam-var	MO_231.MO_202.sorted.bam	MO_231.MO_202.sorted.bam-var	MO_231.MO_207.sorted.bam	MO_231.MO_207.sorted.bam-var	MO_231.MO_226.sorted.bam	MO_231.MO_226.sorted.bam-var	MO_231.MO_231.sorted.bam	MO_231.MO_231.sorted.bam-var	MO_231.MO_234.sorted.bam	MO_231.MO_234.sorted.bam-var	MO_231.MO_236.sorted.bam	MO_231.MO_236.sorted.bam-var
MO_231.c_0	85843	20.0253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00352421	0.00529941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00704842	0.00700646	0	0	0.02691	0.0567593	0	0	0	0	0.00704842	0.0140169	0.0317062	0.0428327	0.0158589	0.0226494	0	0	0.00350087	0.00530873	0.00704842	0.00746922	0.017621	0.0332256	19.9051	81.8346	0	0	0	0
MO_231.c_1	82672	50.0264	0.212162	0.420767	0.0677032	0.116568	0.0439156	0.0963653	0.00731926	0.0145726	0.020128	0.0307123	0.00365963	0.0036437	0.131747	0.3182	0.00365963	0.00364422	0.0146385	0.0265732	2.48084	4.73185	1.01867	1.89538	0.452849	0.825731	0.275757	0.452068	0.509876	0.836275	0.0109789	0.0145194	0.00914908	0.0090534	0.596907	3.08505	0.142726	0.465505	0.166501	0.506737	0.737161	4.85755	0.117108	0.283575	0.120744	0.238018	0.0362328	0.0725363	0.0693754	0.132215	0.78842	4.24091	0.0372991	0.0830356	0.132171	0.437698	0.327404	0.817939	2.03983	4.80831	6.20534	51.7625	4.99027	14.8657	1.1804	3.93962	3.17386	6.83383	19.6453	57.4849	4.02214	13.3306	0.234168	0.405704
MO_231.c_2	71310	20.7007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00424396	0.00422968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00636594	0.00632058	0.0127319	0.0125763	0	0	0.00424396	0.00423498	0	0	0.00424396	0.00423518	0.0127319	0.0286889	0.0488055	0.0868275	0.0169758	0.0258041	0	0	0.0233418	0.0418377	0.0042299	0.00421223	0	0	20.5585	58.4597	0.00424396	0.0042303	0	0
MO_231.c_3	70901	19.7776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00213425	0.00212925	0	0	0.00107419	0.00211814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00213425	0.00212781	0.00149821	0.00149407	0.0108832	0.0183149	0	0	0.00924369	0.136417	0	0	0.00855112	0.0151932	0.00853698	0.00845477	0	0	0.00426849	0.00851047	0.00426849	0.00521513	0	0	19.725	68.5922	0	0	0	0
MO_231.c_4	66826	21.8026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0225868	0.0230874	0	0	0.00272962	0.00538743	0	0	0.0441088	0.0680576	0.0158528	0.0427733	0	0	0.0113234	0.0202516	0.00451437	0.00449347	0.00452937	0.00451395	21.6925	70.0402	0.00452937	0.00466367	0	0
MO_231.c_5	65465	20.7622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00462375	0.00460633	0.00231187	0.00230495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00462375	0.00460889	0	0	0.00692031	0.00761224	0	0	0.00906377	0.0361465	0.00462375	0.00460214	0	0	0	0	0	0	0.00924749	0.0114753	0	0	0.00462375	0.0046076	20.7093	71.069	0.00693562	0.00763307	0	0
MO_231.c_6	62100	43.9509	0.131622	0.252944	0.070686	0.0992544	0.0316868	0.0605326	0.0389992	0.273583	0.0170621	0.0167778	0.00731235	0.0105917	0.133914	0.63567	0.00731235	0.0104284	0.0414044	0.0652242	2.10772	4.85042	0.923745	1.67782	0.491429	0.993641	0.190121	0.30955	0.388636	0.606183	0.00731235	0.0121381	0.00316384	0.00315606	0.403148	1.47691	0.11937	0.306138	0.182776	0.409883	1.01985	6.73197	0.136481	0.273597	0.116981	0.208977	0.0232446	0.0291067	0.0284584	0.0365259	0.674463	4.43612	0.0447942	0.059301	0.119709	0.220252	0.295416	0.897354	1.50144	3.47858	5.5163	35.4222	4.42883	12.7534	0.926199	2.19466	3.19543	7.43972	17.4151	52.745	2.97682	10.9616	0.233995	0.438341
MO_231.c_7	61608	20.0528	0.00216408	0.00912082	0	0	0	0	0	0	0.00135052	0.00382088	0.000878649	0.00172354	0.000813564	0.00162609	0	0	0	0	0	0	0	0	0.000406782	0.000406523	0	0	0	0	0.000423053	0.000422773	0	0	0	0	0.000423053	0.000422773	0	0	0.000439324	0.000439022	0	0	0.00491392	0.00979079	0	0	0.0136679	0.0355308	0.000423053	0.000422755	0.00245696	0.00244729	0	0	0.0258876	0.0497726	0.00488138	0.00486174	0.000976276	0.00195105	0.0131472	0.0157163	0.00735462	0.00730244	0.00572749	0.00631173	19.9642	75.4155	0.000878649	0.00087735	0.00136679	0.00367437
MO_231.c_8	60214	19.2263	0.00502797	0.00500473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0402238	0.0706357	0	0	0.00379595	0.00746457	0.00502797	0.00500397	0.0667788	0.106262	0.00502797	0.00597313	0	0	0.00754196	0.0125155	0	0	0	0	19.0879	63.2284	0.00502797	0.00713439	0	0
MO_231.c_9	60023	20.8785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00252201	0.00250968	0	0	0	0	0.00756601	0.0125564	0	0	0	0	0	0	0.010088	0.00998247	0.00252201	0.00251428	0	0	0.00502731	0.00896307	0.00504401	0.00502118	0.00502731	0.00590724	20.8407	55.7434	0	0	0	0
MO_231.c_10	58647	18.818	0	0	0	0	0	0	0	0	0.00516266	0.00602545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258133	0.00256829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258133	0.00256885	0.00516266	0.00513855	0	0	0.0206506	0.0202164	0	0	0	0	0	0	0.0493017	0.104628	0.00774399	0.00768506	0	0	0.0103253	0.0115553	0.0103253	0.0102141	0	0	18.6933	58.7625	0.0108894	0.0210988	0	0
MO_231.c_11	57612	19.0928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00939752	0.0133611	0	0	0.0105113	0.0144447	0.00525565	0.00568113	0.0210226	0.026266	0.00788347	0.00782062	0	0	0.0105113	0.0312245	0.0210226	0.0311265	0	0	19.0072	63.6303	0	0	0	0
MO_231.c_12	57273	47.0032	0.00264342	0.0026322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00264342	0.00263643	0	0	0	0	0.00528684	0.00722107	0	0	0.00451657	0.00900998	0	0	0.0280272	0.0728646	0.0105737	0.0119764	0	0	0.0502074	0.110629	0.00528684	0.00526065	0	0	46.8833	1674.66	0.0107487	0.0265351	0	0
MO_231.c_13	56945	57.1413	0.273792	0.727845	0.132934	0.250655	0.0345453	0.0598831	0.0238753	0.0604098	0.0239282	0.0286826	0	0	0.0797605	0.136913	0.0106347	0.0158451	0.0186108	0.021311	1.99766	4.47044	0.974135	2.077	0.401461	0.737103	0.204719	0.317583	0.515785	0.822481	0.00797605	0.0239201	0.0212695	0.0320708	0.425618	1.8705	0.408663	1.67094	0.196743	0.528839	1.80331	17.438	0.2493	0.982889	0.130276	0.235732	0.0489304	0.0625112	0.0531737	0.0751616	1.24934	10.2597	0.0239282	0.0349277	0.0968219	0.135257	0.499745	1.97816	2.2271	10.785	12.0976	723.134	5.04692	17.2465	1.50547	6.66779	2.96369	7.28842	19.7195	51.8799	3.48531	14.1089	0.188749	0.242408
MO_231.c_14	56842	22.5396	0	0	0	0	0	0	0	0	0.00532703	0.00530019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0239716	0.0455001	0	0	0.0106541	0.0105473	0	0	0.0499189	0.136122	0.0159811	0.0270417	0	0	0.0106541	0.0262808	0.00532703	0.00530021	0	0	22.4177	202.412	0	0	0	0
MO_231.c_15	56377	19.9619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00268554	0.0026743	0.00537108	0.00559284	0	0	0.0161133	0.0227082	0	0	0.0107422	0.038107	0	0	0.021431	0.0280388	0	0	0	0	0.0107422	0.0133329	0	0	0	0	19.8948	61.3992	0	0	0	0
MO_231.c_16	56082	17.6846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134985	0.0365185	0	0	0	0	0.00486305	0.00969968	0.0350962	0.0420791	0	0	0	0	0.0188979	0.0201949	0.00539941	0.00537096	0	0	17.6041	69.8032	0.00269971	0.00269064	0	0
MO_231.c_17	55361	20.5962	0	0	0	0	0.0109398	0.0217628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00546992	0.00544039	0	0	0.0304287	0.047462	0	0	0	0	0	0	0.0366231	0.0526729	0.00816866	0.00809846	0	0	0.0164098	0.017108	0.0191447	0.0516261	0	0	20.4635	56.2696	0.00546992	0.00544069	0	0
MO_231.c_18	55309	46.8845	0.256749	0.766515	0.0520133	0.066556	0.0492757	0.0998667	0	0	0.035588	0.0464173	0	0	0.124839	0.306673	0.0136877	0.0134969	0.0328505	0.0529007	2.41379	5.87579	1.11383	2.26027	0.5974	1.58032	0.240904	0.407786	0.498432	0.901464	0.0136877	0.0282868	0.00547508	0.00544548	0.45697	2.04305	0.152976	0.389078	0.16699	0.352755	1.45115	11.0862	0.128664	0.416439	0.0695263	0.118097	0.0417883	0.0649576	0.0410631	0.0559346	1.13171	8.24784	0.0297685	0.0445849	0.160935	0.300903	0.373973	0.932704	1.57996	4.19782	4.23206	33.5443	5.76107	20.3311	0.835367	1.82043	3.26551	7.10669	18.2451	64.9407	3.02121	11.6343	0.290179	0.497191
MO_231.c_19	54590	22.2588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0110948	0.0220661	0	0	0	0	0	0	0	0	0	0	0	0	0.00549228	0.00575621	0	0	0	0	0.0194159	0.0404295	0	0	0.00525349	0.0104613	0	0	0.0368112	0.056317	0	0	0	0	0.0138685	0.0303596	0.0110948	0.0182452	0	0	22.1364	2335.73	0.0194159	0.0511973	0	0
MO_231.c_20	53074	21.0636	0	0	0	0	0	0	0	0	0.00285315	0.00285008	0.00285315	0.00284689	0	0	0	0	0	0	0	0	0.0057063	0.00620281	0	0	0	0	0.0057063	0.00567324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00285315	0.00284773	0	0	0.0114126	0.0137318	0	0	0.0057063	0.00710939	0	0	0.0342	0.0408395	0.00563072	0.00559884	0.0057063	0.00658022	0.0170055	0.0344119	0.019972	0.0387812	0	0	20.9241	90.6666	0.0114126	0.0178135	0.00854055	0.0141728
MO_231.c_21	44791	17.9514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00676508	0.00670807	0	0	0.00613786	0.00609992	0	0	0.00338254	0.00337325	0	0	0.0135302	0.0133474	0	0	0	0	0.00676508	0.00787528	0	0	0	0	17.9148	55.6763	0	0	0	0
MO_231.c_22	44012	52.9125	0.178993	0.348986	0.123934	0.187913	0.0446856	0.0793574	0.0103278	0.0171207	0.0240983	0.0304179	0.00344262	0.00343356	0.11005	0.188598	0.0206557	0.0259678	0.0172131	0.0197068	2.33776	4.74892	1.00508	1.48549	0.598628	1.3709	0.299462	0.533474	0.499179	0.588432	0.0240983	0.0442318	0.0137705	0.0204608	0.690598	3.55413	0.180886	0.581718	0.237495	0.645432	1.42766	16.3734	0.206466	0.46174	0.158315	0.36255	0.0302312	0.0299817	0.0339246	0.0506257	0.622293	2.7555	0.0136565	0.0212648	0.0943413	0.179331	0.422712	1.6824	1.79228	3.31	7.84846	59.2194	4.44455	13.9912	1.02239	2.04784	3.45119	5.42528	20.0926	48.001	4.58773	13.8761	0.243423	0.362153
MO_231.c_23	43830	18.9921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228938	0.00443452	0	0	0.0451465	0.0914394	0.0137363	0.0547996	0	0	0.00469322	0.00466585	0.00345696	0.00344528	0.00691392	0.00686814	18.9089	73.3291	0.00691392	0.0068729	0	0
